index,업태구분명,사업장명,소재지전체주소,좌표정보(x),좌표정보(y),인허가일자,시설총규모
11877,호프/통닭,냠냠숯불두마리치킨강원도춘천점,강원특별자치도 춘천시 퇴계동 423-6,264138.359266358,484374.23328569,2022-07-11,41.16
11878,한식,고려산장,강원특별자치도 춘천시 북산면 청평리 산 188-1,271535.555768178,497621.269803908,2022-07-12,33.93
11879,기타,강가에닭갈비(강가에포차),강원특별자치도 춘천시 남산면 서천리 689,246341.567962711,480658.783026052,2022-07-12,101.63
11880,기타,장호덕 손만두,강원특별자치도 춘천시 퇴계동 1112,264546.296706142,484486.499826113,2022-07-13,42.3
11881,중국식,골드차이나,강원특별자치도 춘천시 퇴계동 956-1,264643.437234137,484518.816686643,2022-08-31,66.0
11882,분식,중앙분식,강원특별자치도 춘천시 낙원동 118-7,263527.707150464,486289.605770995,2022-09-01,25.92
11883,한식,진한사골돼지국밥,강원특별자치도 춘천시 후평동 833-13,266062.322575168,486025.354469366,2022-09-02,65.35
11884,한식,오봉집춘천우두점,강원특별자치도 춘천시 사농동 55-1,264277.063545934,489880.068335958,2022-09-02,68.73
11885,한식,엄마 밥,강원특별자치도 춘천시 중앙로1가 91 다80,264063.07608168,486899.162452165,2022-09-05,17.5
11886,정종/대포집/소주방,청송막걸리,강원특별자치도 춘천시 퇴계동 1153-3,263773.313375455,485110.687257696,2022-09-06,79.8
11887,통닭(치킨),통닭나라,강원특별자치도 춘천시 온의동 532,263278.690169944,484594.764113865,2014-08-14,18.0
11888,까페,투썸플레이스 구봉산점,"강원특별자치도 춘천시 동면 장학리 139-57 1,2층",268220.28203722,488025.746923985,2014-08-19,677.78
11889,기타,아키친,강원특별자치도 춘천시 근화동 285-4,263066.473452901,485872.259381851,2014-08-20,59.4
11890,경양식,어라운드맘스,강원특별자치도 춘천시 사농동 99-6,263975.351693496,489554.950314904,2014-08-20,467.63
11891,한식,거두리밥상,강원특별자치도 춘천시 동내면 거두리 915,266090.924767808,484012.170493183,2014-08-21,83.0
11892,식육(숯불구이),마장동고기집,강원특별자치도 춘천시 동면 월곡리 482-2,270205.889028166,490841.388949313,2014-08-22,277.84
11893,횟집,숙성회마트,강원특별자치도 춘천시 퇴계동 530-5,263952.317063705,483824.546225249,2021-11-10,42.9
11894,한식,수라죽석사점,강원특별자치도 춘천시 석사동 796-3,265015.004575747,484149.723458304,2021-11-10,99.0
11895,분식,테그42춘천석사점,강원특별자치도 춘천시 석사동 880-5,265386.970147087,483454.15352213,2021-11-12,44.16
11896,한식,춘천준이네닭갈비,강원특별자치도 춘천시 삼천동 158,261748.82252604,485588.928900699,2021-11-16,198.6
11897,기타,신포리커피집,강원특별자치도 춘천시 사북면 신포리 411-4,256175.727114577,503266.967627668,2021-11-17,72.88
11898,식육(숯불구이),고기굽당,강원특별자치도 춘천시 퇴계동 1161-3,263601.922446358,485134.269163137,2021-11-19,117.0
11899,한식,정족리동치미막국수,강원특별자치도 춘천시 신동면 정족리 667-1,264380.330514068,482775.781962364,2022-03-08,222.59
11900,중국식,상하이,강원특별자치도 춘천시 동면 장학리 998-1,266260.937188867,488269.534348865,2022-03-08,99.94
11901,정종/대포집/소주방,옛날전집,강원특별자치도 춘천시 후평동 838-8,266118.28029989,486115.88762837,2022-03-08,60.0
11902,중국식,드래곤웍스(Dragonwoks),강원특별자치도 춘천시 효자동 614-11,265165.715173712,486053.315174812,2022-03-10,110.7
11903,한식,뽀빠이감자탕,강원특별자치도 춘천시 동내면 학곡리 444-4,266491.459720885,481759.613108088,2022-03-10,145.0
11904,기타,책방달방,강원특별자치도 춘천시 교동 93-95,264525.385151518,486984.674444237,2022-03-10,109.0
11905,분식,육회왕자연어공주장학점,강원특별자치도 춘천시 동면 장학리 996-5,266252.67,488221.21,2022-03-10,37.26
11906,기타,더니어,강원특별자치도 춘천시 후평동 752-1,266108.87,487697.535,2022-03-11,66.0
11907,한식,신남큰집,강원특별자치도 춘천시 퇴계동 1095,264296.977849752,484628.126062311,2022-03-11,42.42
11908,경양식,테이스트원,강원특별자치도 춘천시 동내면 거두리 1111-1,266668.298497407,483997.247446643,2016-02-15,99.2
11909,일식,마코토프리미엄,강원특별자치도 춘천시 퇴계동 152-36,264495.153313442,483557.786339304,2016-02-18,131.35
11910,분식,따봉마라탕,강원특별자치도 춘천시 석사동 888-1,265505.402588364,483523.913934339,2016-02-18,68.04
11911,한식,호반한우구운교점,강원특별자치도 춘천시 퇴계동 1189-2,263540.352748302,485014.05685326,2016-02-23,102.55
11912,분식,하마집,강원특별자치도 춘천시 후평동 709-20,265677.556819377,487031.628886133,2016-02-23,84.42
11913,한식,마음이머무는곳,"강원특별자치도 춘천시 효자동 684-11 남부시장지하1층 24,25호",263776.104141899,485573.469431416,2016-02-23,40.7
11914,한식,정국이네,강원특별자치도 춘천시 후평동 296-2,265948.483188932,487504.68179857,2021-02-16,70.81
11915,한식,한림밥상,강원특별자치도 춘천시 동면 만천리 330-66,267654.810463875,487719.291333845,2021-02-18,81.9
11916,분식,덮덮밥 춘천점,강원특별자치도 춘천시 효자동 633-13,265586.924291239,485801.632930967,2021-02-19,74.0
11917,정종/대포집/소주방,본가푸드,강원특별자치도 춘천시 후평동 67-50,265591.539631051,486221.319504238,2021-02-19,72.43
11918,한식,하누마루,강원특별자치도 춘천시 동산면 조양리 472-1,270157.615659034,471725.384845534,2021-02-22,96.68
11919,중국식,샘두리,강원특별자치도 춘천시 신북읍 산천리 367,265956.85150312,493611.525630114,2021-02-22,78.2
11920,호프/통닭,자담치킨약사명동점,강원특별자치도 춘천시 근화동 286-11,263096.195019687,485807.364214514,2021-03-30,33.0
11921,기타,테이블스베이커리카페,강원특별자치도 춘천시 동면 장학리 802-1,266409.048621757,488269.966203381,2021-03-30,131.08
11922,일식,무모한초밥강대후문점,강원특별자치도 춘천시 효자동 626-11,265330.999799975,485905.475913811,2021-03-30,73.11
11923,경양식,이씨네요리연구소,강원특별자치도 춘천시 효자동 625-8,265338.808957904,485961.375715333,2021-03-30,131.24
11924,정종/대포집/소주방,거두리그집,강원특별자치도 춘천시 동내면 거두리 1111-2,266683.137855043,484000.338681109,2021-03-31,38.02
11925,정종/대포집/소주방,봄봄막걸리카페,강원특별자치도 춘천시 요선동 10-2,263953.94773052,486876.291094064,2021-04-01,128.78
11926,한식,춘천소바,강원특별자치도 춘천시 우두동 206-2,265335.195391278,489614.210806791,2015-12-04,125.28
11927,정종/대포집/소주방,메종,강원특별자치도 춘천시 퇴계동 959-6,264685.423286083,484441.450326283,2015-12-04,111.96
11928,식육(숯불구이),쭈꾸미한판,강원특별자치도 춘천시 후평동 701-5,265965.402738825,486616.729254584,2015-12-07,38.06
11929,한식,소반애,강원특별자치도 춘천시 동면 장학리 260-1,266932.69723872,488526.168543898,2015-12-07,98.4
11930,기타,오심오,강원특별자치도 춘천시 신동면 증리 1043-127,262864.654606168,479653.56491499,2015-12-07,175.3
11931,기타,펠리체0412,강원특별자치도 춘천시 동내면 거두리 1020-6,266469.549242297,484202.505099571,2016-02-23,129.12
11932,기타,소양강,강원특별자치도 춘천시 근화동 727,262860.33018889,486122.292717079,2016-02-23,123.71
11933,기타,쭈꾸박스,강원특별자치도 춘천시 퇴계동 164-3,264838.52203719,483744.542704867,2016-02-25,216.94
11934,분식,오니김밥,강원특별자치도 춘천시 온의동 526-4,263344.373831337,484603.948197897,2016-02-26,38.8
11935,기타,쿠잉(Cafe cooing),강원특별자치도 춘천시 칠전동 622-8,262681.966739126,482188.958096484,2016-02-29,112.2
11936,기타,태양부양꼬치거두직영점,강원특별자치도 춘천시 동내면 거두리 716-15,266558.492306317,483971.776496766,2016-02-29,153.86
11937,한식,애막골갈비김밥,강원특별자치도 춘천시 사농동 46-15 좌측,264091.26840529,489582.339656267,2022-02-08,63.7
11938,한식,오필승닭발장학점,강원특별자치도 춘천시 동면 장학리 998-3,266266.52,488254.67,2022-02-08,100.92
11939,한식,시골집,강원특별자치도 춘천시 서면 월송리 137-1,260748.621913037,491236.119109113,2022-02-09,59.94
11940,기타,대만족춘천점,강원특별자치도 춘천시 석사동 736-14,266112.042947697,485149.458184093,2022-02-09,114.14
11941,한식,신의주찹쌀순대본사직영춘천점,강원특별자치도 춘천시 온의동 513-5,263335.988574641,484828.667741494,2022-02-09,145.0
11942,한식,춘천금산닭갈비,강원특별자치도 춘천시 서면 금산리 999-3,260987.609894908,488619.518658772,2022-02-11,116.08
11943,한식,윤반장춘천점,강원특별자치도 춘천시 석사동 736-19,266152.012536646,485195.201004688,2022-02-17,71.15
11944,호프/통닭,비에이치씨춘천우두점,강원특별자치도 춘천시 우두동 1088 춘천우두엘에이치천년나무3단지,264775.521863031,489891.800397355,2022-02-21,69.57
11945,분식,춘천돈까스,강원특별자치도 춘천시 후평동 692-12,265667.70484094,486779.501172098,2022-02-22,79.24
11946,기타,캠핑한잔,강원특별자치도 춘천시 석사동 818-4,265372.107982212,484004.060060239,2022-02-22,375.27
11947,한식,우두감자탕,강원특별자치도 춘천시 우두동 1117-3,264368.048751443,489723.1564317,2022-02-24,142.31
11948,횟집,청춘활어퇴계점,강원특별자치도 춘천시 퇴계동 944 한주아파트,264906.022305039,483375.580147211,2022-02-25,33.14
11949,중국식,유동짬뽕,강원특별자치도 춘천시 온의동 544-5,263250.42877972,484420.751066705,2022-02-28,109.66
11950,기타,아주르봄(ajourBom),강원특별자치도 춘천시 근화동 572-4,262600.697420902,487220.382904693,2022-03-04,199.0
11951,분식,엄마손분식,"강원특별자치도 춘천시 퇴계동 917 한성,한진아파트",263499.773507302,484251.367449733,2018-03-02,27.0
11952,한식,함흥냉면옥퇴계점,강원특별자치도 춘천시 퇴계동 1141,263972.153007463,485091.126096346,2018-03-07,160.0
11953,한식,한라풍천장어,강원특별자치도 춘천시 사농동 434-13,263475.857658218,489881.175363637,2018-03-08,147.6
11954,기타,맑음때때로비,강원특별자치도 춘천시 석사동 766-6 1층,265910.366227608,484785.483472455,2018-03-09,59.89
11955,기타,청담,강원특별자치도 춘천시 석사동 927-8 1층,266071.231487299,483142.804999374,2018-03-12,118.4
11956,한식,강촌골능이능이백숙,강원특별자치도 춘천시 남산면 창촌리 184-4,257131.719153737,475782.296664475,2018-03-22,219.36
11957,호프/통닭,타코잉닭,강원특별자치도 춘천시 후평동 811-3,266415.981065385,486032.146261693,2018-03-27,30.0
11958,기타,미오브런치카페,강원특별자치도 춘천시 석사동 186-19,265797.35666855,483159.505157459,2018-10-12,120.16
11959,한식,양지사골곰탕,강원특별자치도 춘천시 퇴계동 1100,264624.85866719,484596.601125477,2017-10-17,72.0
11960,한식,평창한우,강원특별자치도 춘천시 동면 장학리 671-3,266141.900213858,489759.4904504,2017-10-18,139.94
11961,식육(숯불구이),가장맛있는족발(후평점),강원특별자치도 춘천시 후평동 801-6,266158.455063766,486247.851569267,2017-10-19,137.0
11962,호프/통닭,피자나라치킨공주석사점,강원특별자치도 춘천시 석사동 705-20,264998.108533534,484640.47417654,2017-10-20,47.97
11963,식육(숯불구이),화룡양꼬치,강원특별자치도 춘천시 우두동 1052-32,263980.960337547,488847.254955483,2017-10-20,125.18
11964,정종/대포집/소주방,에스엠호프,강원특별자치도 춘천시 후평동 754-4,266287.78595299,487761.668304929,2017-10-24,58.56
11965,한식,조부자매운순대가,강원특별자치도 춘천시 퇴계동 884-3,263600.624127044,484384.18668546,2017-10-24,106.4
11966,분식,쉬어가는나무,강원특별자치도 춘천시 온의동 45-2 풍물시장,262946.795990998,485410.798070291,2017-10-25,32.4
11967,호프/통닭,후라이드참잘하는집,강원특별자치도 춘천시 퇴계동 964-3,264631.37,484386.575,2019-09-23,36.0
11968,식육(숯불구이),장터왕족발보쌈,강원특별자치도 춘천시 사농동 99-38,263970.487075798,489803.822625546,2019-09-24,141.75
11969,한식,보안감자탕앤호세야,강원특별자치도 춘천시 후평동 458-1,265975.673522764,486647.800209821,2019-09-24,89.95
11970,식육(숯불구이),빨강머리이모닭갈비,강원특별자치도 춘천시 조양동 51-16,263949.621047656,486559.179465326,2019-09-25,39.67
11971,기타,녹색시간,강원특별자치도 춘천시 낙원동 60-4,263759.576183557,486591.959840028,2019-09-25,52.87
11972,횟집,골목횟집,강원특별자치도 춘천시 우두동 1062-12,264094.995482863,488717.547084594,2019-09-26,96.75
11973,한식,우담촌,강원특별자치도 춘천시 퇴계동 152-36,264495.153313442,483557.786339304,2020-06-02,166.21
11974,한식,지아네멸치국수,강원특별자치도 춘천시 운교동 187-7,264577.022540507,486320.795753482,2020-06-03,25.6
11975,한식,(주)지엘파가니카클럽하우스,강원특별자치도 춘천시 남면 후동리 303-1,254563.950636445,472108.25129039,2020-06-03,162.4
11976,정종/대포집/소주방,못말리는삽겹살,강원특별자치도 춘천시 후평동 721-5,265850.184348052,487256.984418998,2020-06-04,51.33
11977,기타,보니타샌드위치,강원특별자치도 춘천시 효자동 665-7,264464.523081391,485723.167521416,2020-06-04,146.47
11978,분식,어울놀이가맥집,강원특별자치도 춘천시 남산면 강촌리 253-2,255841.389399294,478960.088994815,2020-06-05,40.2
11979,한식,킹왕짱쪽갈비,강원특별자치도 춘천시 동내면 거두리 952-6,266233.712926867,483546.651203367,2020-06-05,93.23
11980,한식,부원작은별관,강원특별자치도 춘천시 퇴계동 156-17,264605.059626581,483542.130081188,2020-06-09,22.0
11981,기타,스마일커피,강원특별자치도 춘천시 근화동 160-10,263080.990329404,487260.539740901,2020-06-10,125.4
11982,한식,벌교꼬막,강원특별자치도 춘천시 석사동 913-1,265976.799096543,483300.3745499,2022-03-14,124.99
11983,식육(숯불구이),심야화로스무숲점,강원특별자치도 춘천시 석사동 917-7,265963.110068163,483200.558881692,2022-03-14,87.04
11984,식육(숯불구이),문가네고깃집,강원특별자치도 춘천시 우두동 1095,264879.884174205,490069.403940321,2022-03-15,60.43
11985,기타,빅브릭스바이츠(Big Bricks Bites),강원특별자치도 춘천시 중도동 560-4,261279.262502194,487061.201310683,2022-03-15,262.3
11986,경양식,브릭토피아다이너(Brickopia Diner),강원특별자치도 춘천시 중도동 560-4,261279.262502194,487061.201310683,2022-03-15,1591.38
11987,기타,나이츠피스트(Knight's Feast),강원특별자치도 춘천시 중도동 568,261085.671085066,487057.914406044,2022-03-15,1377.07
11988,분식,웍앤볼(Wok n Bowl),강원특별자치도 춘천시 중도동 568,261085.671085066,487057.914406044,2022-03-15,116.06
11989,경양식,시티 레스토랑(City Restaurant),강원특별자치도 춘천시 중도동 460,261283.37742526,487277.678825048,2022-03-15,1378.46
11990,경양식,마리나스낵스(Marina Snacks),강원특별자치도 춘천시 중도동 460,261283.37742526,487277.678825048,2022-03-15,287.6
11991,기타,브릭비어드스낵스(Brickbeard Snacks),강원특별자치도 춘천시 중도동 460,261283.37742526,487277.678825048,2022-03-15,317.98
11992,한식,언덕집,강원특별자치도 춘천시 운교동 61-2,264189.064863719,486435.660107787,2022-03-17,45.74
11993,경양식,부어치킨석사점,강원특별자치도 춘천시 석사동 654,265064.456619246,484383.735966968,2022-03-17,22.0
11994,분식,후떡볶이,강원특별자치도 춘천시 효자동 628-10,265440.305171299,485850.266746593,2014-07-03,13.5
11995,호프/통닭,가르텐보리정원퇴계점,강원특별자치도 춘천시 퇴계동 890-1,263695.197545193,484417.454766507,2014-07-04,83.2
11996,횟집,풍물수산,"강원특별자치도 춘천시 온의동 29-3 10동 67,68호",263022.696768823,485280.150631317,2014-07-09,32.4
11997,한식,군자타운,강원특별자치도 춘천시 동산면 군자리 502 외7필지  춘천안식원,265098.75013227,473394.360177762,2014-07-09,276.0
11998,분식,소담국시,강원특별자치도 춘천시 효자동 708-9 1층,264365.594924452,485203.037206043,2014-07-10,24.0
11999,탕류(보신용),도담도담,강원특별자치도 춘천시 퇴계동 968-4,264874.965098546,484297.337249697,2014-07-14,203.4
12000,호프/통닭,삐오옛날통닭,강원특별자치도 춘천시 퇴계동 894-2,263981.600607415,484488.007493566,2016-05-09,32.9
12001,분식,올블루,강원특별자치도 춘천시 후평동 807-12,266322.260492826,486258.054114072,2016-05-11,43.56
12002,분식,별순대,강원특별자치도 춘천시 후평동 692-4,265632.856716199,486763.562675718,2021-04-01,145.1
12003,중국식,매운사랑중식빠,강원특별자치도 춘천시 효자동 223-5,265087.582519919,484691.100227153,2021-04-02,36.0
12004,기타,프랭크치즈버거(춘천우두점),강원특별자치도 춘천시 우두동 693-6,264088.531796944,488970.145377082,2021-04-02,39.0
12005,한식,해오름,강원특별자치도 춘천시 후평동 687-16,265499.556174706,486711.522616673,2021-04-02,50.86
12006,한식,우석갈비,강원특별자치도 춘천시 동면 만천리 816-4,266659.582183689,486908.122127909,2021-04-05,86.92
12007,기타,공지천,강원특별자치도 춘천시 삼천동 13-1,262155.339956187,485796.818762133,2021-04-05,7.0
12008,호프/통닭,봉다리네,강원특별자치도 춘천시 퇴계동 895-5,263975.319226603,484430.567438372,2021-04-06,66.0
12009,기타,오르미,강원특별자치도 춘천시 효자동 745-6,264852.345161854,486448.942479656,2021-04-06,79.76
12010,정종/대포집/소주방,연탄불고기,강원특별자치도 춘천시 석사동 709-6,264955.064575176,484483.693816176,2021-05-20,66.0
12011,식육(숯불구이),달콤한삼겹살한숲점,강원특별자치도 춘천시 퇴계동 152-31,264462.327935788,483537.829918631,2021-05-21,157.44
12012,기타,강창푸드,강원특별자치도 춘천시 효자동 667-10,264348.637909125,485545.777933389,2021-05-25,29.64
12013,기타,파티하니,강원특별자치도 춘천시 칠전동 607-5,262929.958084719,482381.177036151,2016-03-02,125.06
12014,기타,국밥참맛있는집 퇴계점,강원특별자치도 춘천시 퇴계동 907,263890.273672243,484406.506646006,2016-03-02,96.88
12015,식육(숯불구이),베트남노상식당,강원특별자치도 춘천시 조양동 2-8 외1필지,264364.824376806,486798.478056671,2016-03-03,51.06
12016,기타,한가족숯불닭갈비,강원특별자치도 춘천시 신동면 증리 864,263119.985353657,479847.464758498,2016-03-03,201.84
12017,기타,예티,강원특별자치도 춘천시 석사동 855-4,265817.477439589,483557.035698941,2016-03-03,81.3
12018,기타,레전드,강원특별자치도 춘천시 퇴계동 1017 춘천시너스카펠라복합빌딩 지하1동 B115호,265386.634330563,483368.251535269,2016-05-13,16.83
12019,한식,철길부산집애막골점,강원특별자치도 춘천시 석사동 741-1,266089.188707276,485123.043782462,2016-05-16,51.22
12020,횟집,동해어장,강원특별자치도 춘천시 퇴계동 1137-3,263676.829260249,485229.098648937,2016-05-17,86.72
12021,횟집,희락,강원특별자치도 춘천시 후평동 878-11,266620.376297346,486078.437470823,2016-05-17,44.0
12022,호프/통닭,밀두레,강원특별자치도 춘천시 근화동 796-6,263550.247334405,488026.703641694,2016-05-18,103.76
12023,분식,국수나무춘천장학점,강원특별자치도 춘천시 동면 장학리 1007-1,266308.554467052,488079.931544447,2016-05-18,44.17
12024,중국식,춘천교동짬뽕,강원특별자치도 춘천시 온의동 590 온의 롯데캐슬 스카이클래스,263147.153512908,485489.588263733,2018-10-15,42.07
12025,식육(숯불구이),돼지한마리우두점,강원특별자치도 춘천시 우두동 1065-10,264131.631151735,488752.520874877,2018-10-18,107.6
12026,기타,카페풀스데이,강원특별자치도 춘천시 죽림동 11-139,263764.541056521,486393.471938667,2018-10-18,32.07
12027,기타,그레이빌,강원특별자치도 춘천시 후평동 241-6,265907.09757104,487692.181212312,2018-10-22,76.86
12028,식육(숯불구이),피자는치즈빨춘천퇴계점,강원특별자치도 춘천시 퇴계동 423-6,264138.359266358,484374.23328569,2018-10-22,45.0
12029,기타,씨에스타,강원특별자치도 춘천시 후평동 905 춘천더샵아파트,265738.645258009,486838.778707857,2018-10-24,145.0
12030,분식,엠티글로벌고모네장터,강원특별자치도 춘천시 낙원동 30-8,263800.717402969,486587.92092839,2018-10-25,15.0
12031,한식,사랑말길100,강원특별자치도 춘천시 신북읍 율문리 472-1,265341.445949975,492537.665069768,2018-10-29,126.0
12032,한식,리버팰리스,강원특별자치도 춘천시 남산면 방하리 366-1,247565.13381654,474834.002741128,2014-07-17,100.38
12033,한식,맷돌순두부,강원특별자치도 춘천시 동내면 거두리 1085-1 1층,266442.09255624,483955.353591989,2014-07-21,95.95
12034,식육(숯불구이),명륜진사갈비,강원특별자치도 춘천시 퇴계동 968-7 3층,264908.444332011,484214.00233815,2014-07-21,209.75
12035,까페,부자카페,강원특별자치도 춘천시 후평동 575-4 동산아파트상가104,265234.985408373,487488.06080876,2014-07-21,61.5
12036,식육(숯불구이),돈돈숯불구이,강원특별자치도 춘천시 후평동 298-6,265933.330196311,487426.012038653,2015-09-30,70.68
12037,한식,서영이네맛집,강원특별자치도 춘천시 옥천동 39-21,264169.075550844,486871.81663605,2015-10-05,121.66
12038,기타,카페유나브라이튼춘천점(Caffe Youna Brighton),강원특별자치도 춘천시 효자동 767-3,265166.766355303,485846.074435312,2015-10-05,170.79
12039,기타,오아케이크,강원특별자치도 춘천시 소양로3가 49-2,263726.879969308,486870.586208592,2017-09-06,73.29
12040,중국식,블랙데이,강원특별자치도 춘천시 동면 만천리 744,267030.683671673,487293.811438688,2017-09-07,228.0
12041,중국식,이차돌(신사우점),강원특별자치도 춘천시 우두동 711-1,264442.448963274,488779.820707232,2017-09-07,112.0
12042,한식,두끼떡볶이춘천명동점,강원특별자치도 춘천시 중앙로2가 28,263869.121865379,486524.969674689,2017-09-08,223.27
12043,한식,24전주명가콩나물국밥장학점,강원특별자치도 춘천시 동면 장학리 1007-2,266323.786721997,488052.217169646,2017-09-13,118.14
12044,기타,칠오닭갈비춘천점,"강원특별자치도 춘천시 칠전동 산 90-1 1,2층 (둥둥아일랜드보트장)",259889.052666669,482840.531614678,2017-09-13,522.0
12045,정종/대포집/소주방,끌림,강원특별자치도 춘천시 퇴계동 954-1,264723.759186892,484508.827475302,2017-09-13,115.27
12046,기타,도이첸후평점,강원특별자치도 춘천시 후평동 801-6,266158.455063766,486247.851569267,2017-09-15,74.57
12047,기타,오디너리선샤인(ordinary sunshine),강원특별자치도 춘천시 효자동 633-11,265600.238271552,485798.416528438,2020-05-08,65.18
12048,정종/대포집/소주방,일선갈비,강원특별자치도 춘천시 석사동 737-4,266137.757301709,485217.633773545,2021-11-22,84.46
12049,분식,석관동떡볶이춘천점,강원특별자치도 춘천시 효자동 607-5,264915.079375896,486139.063288287,2021-11-22,40.5
12050,기타,유미카츠춘천우두점,강원특별자치도 춘천시 사농동 55-1,264277.063545934,489880.068335958,2021-11-23,70.2
12051,한식,뚱자국밥,강원특별자치도 춘천시 후평동 691,265593.19953761,486713.349767024,2021-11-23,21.6
12052,식육(숯불구이),직화삼겹직구삼춘천1호점,강원특별자치도 춘천시 온의동 133-2,263272.220824946,484987.026149576,2021-11-24,96.8
12053,한식,먹깨비,강원특별자치도 춘천시 남산면 창촌리 73-3,256884.283861912,476614.382775845,2021-11-26,46.74
12054,경양식,프랭크버거춘천장학점,강원특별자치도 춘천시 동면 장학리 1007-4,266368.134618855,488070.101823609,2021-11-26,40.88
12055,중국식,개골짬뽕,강원특별자치도 춘천시 운교동 185,264486.437390762,486500.249063241,2021-11-29,45.95
12056,일식,주식회사킹푸드,강원특별자치도 춘천시 동면 만천리 326-33,268460.845694627,487129.562998419,2021-12-01,450.72
12057,기타,61,강원특별자치도 춘천시 효자동 709-7,264417.748919036,485130.347432308,2021-12-01,97.12
12058,분식,저스트텐동강원대점 썬더치킨효자점,강원특별자치도 춘천시 효자동 626-10,265332.127449879,485917.266218601,2021-12-02,95.57
12059,정종/대포집/소주방,롱구28,강원특별자치도 춘천시 효자동 223-2,265075.954249149,484705.451593158,2021-12-02,64.0
12060,한식,텐동원,강원특별자치도 춘천시 석사동 649-7,265200.514020211,484514.365030437,2021-12-03,14.88
12061,감성주점,퍼플로션(PURPLE LOTION),강원특별자치도 춘천시 효자동 625-10,265363.498637536,485946.244802767,2021-12-08,127.26
12062,기타,웅치킨호프,강원특별자치도 춘천시 퇴계동 641-5,263884.982953859,484865.036434393,2021-05-25,73.3
12063,호프/통닭,안동본가국밥신북점,강원특별자치도 춘천시 신북읍 산천리 349-1,265987.667621157,494032.508311463,2021-05-26,57.47
12064,김밥(도시락),본도시락춘천장학점,강원특별자치도 춘천시 동면 장학리 1007-7,266392.903214428,488129.366411296,2021-05-26,44.5
12065,호프/통닭,당신은지금치킨이땡긴다춘천강대점,강원특별자치도 춘천시 효자동 315-8,264661.604635269,485010.689728143,2021-05-26,80.64
12066,기타,준희얼큰이족탕,강원특별자치도 춘천시 후평동 801-1,266136.550792554,486284.065044394,2021-05-27,95.2
12067,기타,차원,강원특별자치도 춘천시 석사동 643,265251.82196941,484408.491568602,2021-05-28,77.2
12068,기타,핀든하우스,강원특별자치도 춘천시 운교동 134-9,264396.442270616,486288.133967991,2021-05-28,46.98
12069,한식,문애랑,강원특별자치도 춘천시 효자동 46-1,265141.272208071,486394.603264318,2021-06-01,63.32
12070,분식,돈카춘춘천점,강원특별자치도 춘천시 효자동 643-9,264758.732173488,486226.577662528,2021-06-01,31.59
12071,식육(숯불구이),쉐프박스,강원특별자치도 춘천시 석사동 946-5,265969.736555943,483091.693925849,2021-06-01,129.99
12072,정종/대포집/소주방,실내포장마차취매,강원특별자치도 춘천시 운교동 183 동부시장현대아파트,264518.245047485,486328.376714699,2021-06-02,15.6
12073,식육(숯불구이),썬딜리버리,강원특별자치도 춘천시 효자동 608-17,264934.839437043,486090.564405088,2021-06-02,26.88
12074,기타,수옛날통닭한림대점,강원특별자치도 춘천시 후평동 854-2,265241.716863802,487046.481879198,2021-06-10,41.03
12075,기타,샐러드네,강원특별자치도 춘천시 후평동 854-6,265283.278147879,487054.482379885,2021-06-10,125.82
12076,기타,엄마뷔페,강원특별자치도 춘천시 효자동 615-12,265070.949566885,486048.906339602,2016-05-24,62.7
12077,기타,청춘봄봄,강원특별자치도 춘천시 퇴계동 343-11,264267.998811824,484885.831113554,2016-05-26,20.92
12078,"외국음식전문점(인도,태국등)",위안바오(YUAN BAO),강원특별자치도 춘천시 죽림동 6-20,263849.008367044,486470.706788193,2016-06-02,152.94
12079,정종/대포집/소주방,실내포차산마루,강원특별자치도 춘천시 퇴계동 906-1,263851.096715615,484432.707839258,2016-06-03,80.57
12080,한식,한울타리,강원특별자치도 춘천시 근화동 709-14,263005.304812405,486027.100673338,2016-06-03,70.2
12081,기타,대청마루거두점,강원특별자치도 춘천시 동내면 거두리 933-3,266107.328618577,483826.787748329,2016-06-08,163.78
12082,김밥(도시락),김밥천국장학점,강원특별자치도 춘천시 동면 장학리 996-5,266252.67,488221.21,2016-09-27,37.96
12083,경양식,스테이블,"강원특별자치도 춘천시 근화동 796-11 2층,3층",263573.116144714,488043.049949415,2016-09-30,139.36
12084,한식,우두부대찌개(강북점),강원특별자치도 춘천시 사농동 89-15,263798.945724436,489343.711684492,2016-09-30,168.62
12085,기타,핵밥춘천강원대점,강원특별자치도 춘천시 효자동 769-13,265130.227197614,485773.508922035,2019-07-15,53.82
12086,한식,홍마라탕양꼬치,강원특별자치도 춘천시 온의동 521,263365.110497504,484735.252294817,2019-07-15,55.56
12087,기타,디지털노리파크온의점,강원특별자치도 춘천시 온의동 6-25 롯데마트,263109.175778889,485355.40305733,2019-07-15,95.53
12088,식육(숯불구이),족발야시장,강원특별자치도 춘천시 퇴계동 178-3,264861.156280965,483897.521672481,2019-07-16,134.86
12089,기타,멜버른,강원특별자치도 춘천시 효자동 704-23,264139.987142806,485115.813157144,2019-07-19,54.88
12090,한식,강변민박,강원특별자치도 춘천시 남면 한덕리 603-4,253876.805214373,464019.900850492,2019-07-25,33.39
12091,한식,알또,강원특별자치도 춘천시 후평동 804-19,266253.481056205,486292.044851061,2019-07-29,88.32
12092,기타,장터먹거리,강원특별자치도 춘천시 온의동 29-3 풍물시장,263022.696768823,485280.150631317,2019-07-31,16.2
